Rating,Tanggal,Nama,Ulasan
5,2024-06-02T02:43:22.682Z,Nazira Khansa,"nyaman, sejuk, makanan enak, kids friendly, bingung mau deksripsiin apalagi saking puasnya disinii, dateng aja yuk!!"
4,2024-06-01T14:20:03.992Z,Denny Firdaus,"Tempatnya cukup nyaman,masakannya enak juga,pelayanannya ramah. Akan kesana lg pastinya??"
5,2024-06-01T06:35:46.772Z,Karnia Riefly Herdiana,"Lokasinya berada di Jalan Kaliurang atas, bisa masuk gang (kanan jalan dari arah bawah) setelah Pasar Rakyat Gentan, kemudian ikuti jalan saja nanti tempatnya di pinggir jalan.

Tempat untuk parkir motor dan mobil luas, jadi tidak perlu khawatir. Hanya saja di jam-jam tertentu (makan siang terutama) sering tutup sementara karena penuh. Bisa juga reservasi terlebih dahulu jika ingin mengamankan tempat.

Kursi untuk makan di dalam banyak dan tempatnya luas, ada kolam ikan dan angsa juga. Di sekitarnya ada area persawahan yang pasti akan ciamik viewnya jika saat musim tanam menjelang panen padi tiba.

Pilihan makanan beraneka ragam, mulai dari tradisional yang prasmanan, juga menu yang bisa dimasak saat di pesan (seperti bakmi jowo, pisang goreng), ada juga menyediakan pilihan kopi, jenang, dan kue kekinian (seperti red velvet, cromboloni). Rasanya juga enak, pas di lidah.

Untuk harga memang agak pricey dibanding tempat makan lain yang menyediakan makanan sejenis, tapi worth the experience. Bisa makan enak, dengan ambience yang khas dan nyaman. Bisa untuk pilihan kuliner saat sedang berlibur, tp bukan untuk makan sehari-hari heehe.

Pelayanan juga ramah dan sangat sat set wat wet, karyawan berkomunikasi via HT jadi bisa memastikan pengunjung yang baru datang bisa mendapatkan tempat duduk sembari mengambil makanan terlebih dahulu."
5,2024-06-01T05:32:01.889Z,Dadang Ahmad Fauzi,Maknyusss rasanya
3,2024-05-30T15:45:04.091Z,Nindy,"Kesini pas hari minggu siang .antrian g bgtu pjg kurleb 15 mntan nunggu dapat t4 duduk..mesti dftr dl kl mau makan biar dapat kursi..menu macam2 .buat snack nya harga pricey y.. mendoan 16 K,pisang goreng agak kecil 16 K..disana kita ambil makan n lauk nnt smp kasir diinput baru sekaligus pesen minum..bayar terakhr pas mau plg . pemandangan bagus dekat persawahan,tempat nyaman suasana joglo pedesaan..kursi model jadul yg estetik"
4,2024-05-30T10:47:06.090Z,"Suadi, Mr.",Minuman hangat jahenya menyegarkan. Tempatnya luas dan tidak terlalu sulit dicapai. Hati-hati kalau papasan mobil kalau masuk dari jalan kaliurang karena akses relatif kecil untuk dua mobil papasan. Layak dicoba
5,2024-05-30T07:26:40.311Z,Evy Nurlistiani,"Masakannya enak, menu2nya spt yg sering sy masak."
5,2024-05-29T22:55:34.818Z,Wira Bachrun,Cocok sekali bagi yang ingin merasakan makanan dengan nuansa tradisional Jawa. Lokasi di tengah desa dan persawahan yang asri.
4,2024-05-29T06:06:44.515Z,Joseph Juniarto,"Warung tepi sawah
Suasananya wow
Makanannya lumayan enak"
5,2024-05-28T16:36:02.906Z,livie yulia,"makanan, cemilannya enakkk².. tempatnya cozy.. banyak pilihan menu.."
5,2024-05-28T11:44:08.674Z,STARWALKER,"Hidden gems .. lauk prasmanan ala jawa, makanannya enak , antri tapi ga lama cepet coz tempatnya luas .. sbnere mskn jawa gini sering sy makan dan kurang bgitu suka tapi ini enaak sekali .. bumbunya miroso, variatif menu banyak dan dawet nya the best manis gula jawa dan warnanya lucu, mba2 nya pelayanan ramah sekali dari depan sampe blkg disambut pulang juga demikian .. SOP nya kali ya, mana didoain sehat selalu lagi , Aamiien ya rabbal Allamien .. sukses selalu ya .. recomend dan pasti datang lagi .. Next saya akan ajak komunitas Mercedes Benz saya utk kumpulan disini"
5,2024-05-28T10:04:07.066Z,Sugi Arni,"Makanan jawa komplit, rasanya enak. Ada aneka cake dan kopi... Cocok utk orang tua dan anak muda... Sangat bisa  kalau mau bawa keluarga atau teman. Bisa juga utk meeting"
4,2024-05-27T12:08:46.098Z,Rizki Nurul hidayati,"Pelayannya ramah-ramah, makanannya enak"
5,2024-05-27T07:28:32.186Z,chris cason,Makanan yang sangat enak dan suasana yang menyenangkan
1,2024-05-27T06:53:51.304Z,Laode Abdullah,"Makanan Lumayan, tempat nyaman, sayang sekali tidak ada area no smoking, padahal banyak kluarga datang bawa anak & bayi, asap rokok di mana2 ????????????"
5,2024-05-27T05:28:48.258Z,Anita Purnama Sari,"Makanan enak, suasana nyaman kids friendly, harga affordable. Will come back!"
4,2024-05-26T13:18:10.210Z,Ellyawan SA,"Rasa makanan standar.. menu bermacam macam.. sayang sistem pembayaran kirang efisien, banyak antrian.. wedang mbah gito top.."
4,2024-05-25T23:21:21.023Z,M. Rifki Rosady,"Kalau pagi.. sebenarnya dengan model Prasmanan.. infonya buka jam 07.00 pagi.

Ke Jogjakarta yang memang mempesona dari dulu sampai sekarang.....?.....maka makanlah sepuasnya.....

C U...... ?????????"
4,2024-05-25T06:30:01.131Z,Arnindhita Lei,"Setelah lama nggak ke sini, kemarin ke sini lagi dan kebetulan di hari libur nasional.

Untuk makanannya, emang ada yg hit and miss (berdasarkan seleraku pribadi ya). Lodehnya agak kurang mantep. Sambelnya waktu itu cuma ada samvel ijo dan rasanya nggak pedas sama sekali, malah asin.
Tapi untuk masakan oseng²an nya enak, mie bihunnya oke, lauknya juga enak, dan sate ayam merah manis pedas masih jadi juara di lidahku ??

Minumannya juga sip. Wedang jahe sereh dan teh tawar juga enak.

Antri lama memang, tapi waktu tunggunya dari pesan minum dan minum datang enggak selama dulu lagi. Tempat makannya juga diperluas, bisa menampung 3 kali lipat tamu dari tahun 2021/2022 pas aku ke sini pertama kalinya.

Sekarang udah jadi salah satu jujukan kuliner pagi yang selalu ramai di hari libur. Klo mau ke sana, better reservasi via telepon dulu.

?????

_________
Review 2021/2022 :

Makanannya sebenernya enak, cocok sama selera saya sekeluarga. Nasi kuningnya enak, mendoannya enak, tapi paling suka sama sate ayam pedes-manis nya, mantep banget ????

Tempatnya juga nyaman, dekat sawah dan kalau pagi udaranya seger.

Yang mengecewakan dan perlu dibenahi adalah SISTEM nya.

Minum keluarnya LAMA SEKALI. Sop ayam yg saya pesan juga datangnya LAMA SEKALI, kuahnya pun hangat hampir dingin. Sudah selesai makan pun minum belum keluar juga dan masih ada menu yang belum keluar.

Alasan minumnya terlewat karena ramai, padahal ibu saya pesan minumnya pas masih sangat sepi.

Waktu mau bayar juga LAMA, karena antrian untuk membayar di akhir dan mencatat makanan di awal dijadikan satu. Kasir memproses apa yg harus dibayar juga cukup lama.

Selain itu nggak ada tisu di meja makan. Terus tempat cuci tangannya di depan aja, padahal area makan ada di dalam.

Ramai atau enggak, nggak akan berantakan kalau sistemnya cepat dan tepat. Misalnya memisahkan pencatatan makanan dengan kasir, ada pencatatan sendiri untuk minum jadi antara waiter dengan yg bikin minum komunikasinya jelas apa yg harus diantar ke meja berapa, training lagi waiter dan kasirnya, evaluasi mungkin nggak sih karena kurang karyawan, dst.

Bisa juga riset ke restoran lain yg sejenis untuk ngeliat kayak gimana sih cara yg lebih efisien.

Ini murni masukan biar resto Pawon Mbah Gito bakal lebih baik lagi dan bisa bersaing sama resto sejenis lainnya. Soalnya sayang banget, makanannya enak-enak tapi ya seret lah ya klo nggak ada minumnya~"
1,2024-05-25T02:07:35.167Z,petualang bromosemeru,"makanan biasa aja, nungguin pesen minuman lama banget hampir 30menit, padahal cuma jeruk anget... keburu basi makanan nya.. udah gak mood makan !!!!! enggak recomended banget, skip!"
3,2024-05-24T17:20:35.069Z,yunus handoko,"Mahal pol sih bagi warlok, tp kalo bagi wisatawan dr sby/jkt mungkin murah.
nasgor 27 wkwk
jus semangka 22 wkwk
Toiletnya juga ughhh kotor bgt sampah di tmpat sampahnya penuh ga di ambil, mana naruhnya depan closet lg, jd waktu pipis ngadepnya bau sedepnya sampah, ada pembalut jg di atas sampah saking penuhnya wwkwwkwk"
4,2024-05-24T05:40:25.537Z,novtiyanto hendrawan,"Makanannya enak, vibesnya nyaman. Cuman sering rame banget jadi harus sering2 ingetin pelayannya."
5,2024-05-24T03:24:42.709Z,Lucia Dhinta,"Cocok untuk makan bersama keluarga, partner, rekan kerja. Pemandangan sawah. Makanan disajikan prasmanan dan menunya ala desa. Tempat makannya luas ada indoor dan outdoor, tempat parkir cukup untuk roda 2 dan roda 4. Tersedia mushola dan kamar mandi. Rekomendasi banget kesini di pagi hari (menu masih lengkap) atau sore hari (suasana lebih adem)."
4,2024-05-24T02:16:50.976Z,BENI SETYAWAN,"Tempat nya enak , pelayanan ramah, mbak mas nya sat set wat wet.
Saran : minta tolong di review menu lodeh nya, kencur nya over , kurang medok rasanya.
Oh iya satu lagi gak bisa bayar pakai CC BCA"
5,2024-05-24T00:57:54.347Z,slambas basuki,"Juara??

Satu-satunya kekurangannya adalah: apakah Anda sudah bisa menulis tes di dinding??"
1,2024-05-24T00:39:10.539Z,kiki sukiyani,Jika tdk melayani pembelian dgn takeaway utk dpt diinformasikan dgn ramah
3,2024-05-23T05:40:34.093Z,Dhidhie sapari,Rasa makanan dan minumannya masih normal.
5,2024-05-23T03:08:06.701Z,Queency Lovie,Toopp bgt tempat ini ???????????? makanan nya cocok semua di lidah ???? anak2 lsg pd lapar mata.. jatuh cintaaaa deh dgn Pawon Mbah Gito ????????
4,2024-05-23T01:06:55.756Z,Sri Lestari Iskandar,Atmosfer kehidupan yang tenang dapat dirasakan disini..sambil menikmati hidangan khas Jawa. Wedang temu kangen segerrrr...
3,2024-05-22T14:06:18.101Z,Gieya,"suasana layanan ok,tp buatku rasa cenderung standar,biasa aja,harga pun ada bbrp yg murah ada yg standar tp ada jg yg mahal.saranku rasa makanan perlu ditingkatkan"
5,2024-05-21T13:44:06.792Z,Afeb Maulana,Coba makan siang di sini dengan menu khas ndeso masakan Jawa.. rasa masakan bener2 rasa tradisional ala Jawa dengan aneka pilihan sayur dan lauk. Tempat makan semi outdoor. Suasana ramai pas makan siang. Parkir mobil cukup luas..
5,2024-05-20T06:33:12.397Z,ida erma,"Masakan rumahan,byk dessert nya juga...enak.."
4,2024-05-19T11:15:23.175Z,Raden R,"nuansa seperti Kopi Klotok, sebaiknya datang pagi pk07.00 atau sore/ malam untuk menghindari panas. Mesti pastikan dapat tempat duduk sebelum makan, sistem ambil sendiri makanan lanjut tunjukkan ke kasir dan bayar.
Bagi Sy kurang nyaman suasananya Krn orang lalu lalang saat Saya sedang makan."
5,2024-05-19T10:25:10.287Z,Toni Heru Sudigdo,"Tempatnya syahdu untuk anak senja, kopi tubruk Mbah Gito joss!"
5,2024-05-19T02:13:35.395Z,Edi Edhos,"Asli ini tempat recommended banget, makanan OK banget,  pilihannya juga banyak, berasa makan makanan rumah tapi komplit dan rasanya juara. Tempatnya itu adem dengan pemandangan sawah alam bebas ditambah lagu2 Jawa... Beuhhh tambah nikmat dan asyik"
1,2024-05-17T04:14:56.346Z,ambar ralianti,Harganya terlalu mahal menurutku untuk menu sayur ndeso. Teh panas 11 ribu. Sayur ndeso ada tulisan 3 macam sayu 13 ribu. Twrnyata di nota di hitung per sayur. Makan 2 orang lauk tempe dan lele beserta sayur habis 93 ribu. Mahal menurutku untuk kaum mendang manding
3,2024-05-17T02:08:11.250Z,Telisa Dewi,Tempat yang bagus. Tapi rasanya biasa saja.
4,2024-05-16T04:09:17.351Z,Puri Nurwidayanti,Saya datang pukul 19.30an dan makanan prasmanannya sudah banyak yg habis. Tempatnya luas dan nyaman untuk mengobrol.
4,2024-05-15T23:17:19.970Z,E Nurdwiyanto,"Tempat makan yang dari segi rasa dan variasi menu cukup enak demgam antrian yang masuk akal, harga terjangkau, parkir cukup luas"
5,2024-05-15T01:15:21.890Z,Diana Susanti,"Dawetnya enak, wedang Telang nya seger, wedhang Mbah Uty bikin nagih, semua menunya OK ??"
5,2024-05-14T06:40:37.783Z,Susan Susan12,Rasanya cukup enak sesuai dg lidah saya yg cenderung suka masakan citarasa manis..  Rekomended.. Next bakalan balik lagi kalo liburan ke Jogja lagi..
5,2024-05-14T02:36:34.924Z,Enovania Wikasari,"Makanannya enak bangeeeettt, tempatnya ramai tapi luas banget jadi tidak lama untuk nunggu tempat duduk"
5,2024-05-13T12:27:08.400Z,Windy Afriansyah,"Ternyata ada tempat yg keren ditengah2 pemukiman warga, makannya enak2 semua suasana nyaman"
5,2024-05-13T03:49:05.120Z,Amalia Hikma,"Makanan overall good taste enak bgt
Di lidah saya pas ga tll manis dan ga tll asin.
Suasananya juga nyaman
Bnyk spot foto2 nya

Harga juga bersahabat dikantong"
5,2024-05-12T08:54:07.028Z,Purbaningrum Sasmita,enak makanannya cocok
5,2024-05-12T08:11:02.913Z,Ade Candra,"Semua makanan enak, kopi nya juga enak, tempat nyaman, pelayanan baik, musholla bersih, recommended??"
5,2024-05-12T04:28:10.368Z,Johan Nugroho,"Authentic traditional food
Orang2 pada bilang, jauh2 dan antri cuma untuk makan sayur lodeh mahal..
Ini bukan untuk orang yg biasa makan lodeh ya...wkwkwk"
4,2024-05-11T15:20:07.474Z,wignyo panowo,Lumayan
4,2024-05-11T11:49:13.944Z,nora rias manten Asih,"Makanannya terlalu manis,tempatnya bagus,"
5,2024-05-11T07:28:54.185Z,Febrianto gupari,Nikmati makanan tradisional Jawa
4,2024-05-10T10:23:00.713Z,NR SANDHY,"Secara keseluruhan, saya menikmati makan siang keluarga yang menyenangkan.

ANDA HARUS DATANG

Pengingat:

1. Siram air toilet dan persediaan air harus diperiksa secara teratur.

Saya menemukan harta karun di dalam mangkuk toilet.

2. Lantai toilet harus sering dikeringkan demi keamanan dan kebersihan.

3. Makanan harus diberi label. Kami tidak meminta staf menunggu untuk setiap hidangan.

Mantan.
Ikan Mayung Asap, Kuah Santan.

Ikan Gembung, Bumbu Kemangi.

Sampai jumpa di lain waktu??????

Saya bersedia untuk kembali."
5,2024-05-10T07:51:40.334Z,Salahuddin Husein,senang dikunjungi.. makanan enak
5,2024-05-10T07:23:02.331Z,ATIK NUSANTARI,"Rasanya enak dan tempatnya sejuk bngt
..bisa menikmati pemandangan sawah.."
5,2024-05-10T07:11:25.708Z,Dedi Sugiarto,Suasana sawah..yogja
5,2024-05-09T14:30:58.474Z,naura beilla,"meskipun ramai tetapi tetap dilayani dgn baik dan tdk perlu menunggu utk mendapat kursi, harga ok taste sangat ok, recommended"
5,2024-05-08T07:35:28.297Z,Put,"3 kali berkunjung ke pawon mbah gito, tidak pernah kecewa! Sangat khas Jawa dari makanan hingga suasananya. Pilihan bagus untuk Anda yang mencari restoran keluarga. Saya sarankan Anda datang di pagi hari karena ada banyak pilihan makanan."
5,2024-05-08T03:36:05.376Z,kuratorcoto,"Tempatnya asri dan nyaman, makanannya enak, Pawon Mbah Gito menyajikan pengalaman makan di pelataran belakang rumah . Sangat sejuk biar menjelang siang, aneka lauk dan minumannya sangat menggugah selera. Yuk mampir kesini kalo ke  Jogja."
4,2024-05-07T22:46:40.208Z,Arti Gandhiws,Itu bagus
5,2024-05-07T09:49:35.288Z,RR,"Sempat ikutin google maps lewat jalan kecil, ternyata lokasinya mudah ditemukan dari Jalan Kaliurang km 11. Parkirnya lumayan luas, tempatnya estetik, menunya beragam dan enak2. Staff resto akan mengarahkan kita untuk pilih tempat duduk terlebih dulu, setelah itu  dikasih nomer dan kita bisa ambil menu prasmanan. Ada kolam ikan mini dan juga kolam bebek. Cocok untuk hiburan bagi anak-anak. Suasananya juga lokal banget khas jawa."
4,2024-05-06T04:32:05.048Z,Yuni Aqbari,"Tempatnya luas, bersih dan nyaman. Makanannya enak dan snack gorenganya juga mantap"
5,2024-05-06T02:35:47.111Z,Hanif Indhie,"Makanan rumahannya enak banget, suasananya nyaman. Ke sini hari Senin gak rame, jadi bisa nyantai."
5,2024-05-05T09:32:20.098Z,Sri Anggoro,"Makanan khas Jawa ala prasmanan, ambil terserah kita. Makanannya enak, harga murah, tempatnya nyaman, dengan pemandangan sawah yang cantik banget. Puas foto foto disana."
5,2024-05-05T06:05:25.314Z,KANJENG MAMI,"Apik pokok e..
Makanane masih masuk dilidah org SURABAYA
Harga ramah dikantong walaupun q ambil/psn macem²"
4,2024-05-04T15:02:29.195Z,Abdul Rachmat,Makanan enak..recomended pada saat sore hari sejuk dan syahdu..
3,2024-05-04T11:28:27.306Z,Ahmad Iqbal,duh waktu makan disini minumannya ada lebahnya 2 kaya ga diperhatiin waktu buat minuman.
3,2024-05-03T16:16:34.622Z,Benn Zan9er,"Ini adalah pertama kalinya saya di restoran ini dan itu hari Jumat jadi agak ramai.
Pilihan dan rasanya makanannya oke, tidak terlalu pedas tapi disebut manis.
Saya menyukai salah satu minuman tradisional mereka yang merupakan kombinasi jahe dan serai.
Saya dan mitra saya sedang menggali makanan kami dan kami melihat lalat kecil di salah satu piring.
Saya langsung memberi tahu staf dan dia langsung membuang seluruh piring.
Mereka semua ramah dan antusias dengan pekerjaan mereka namun ketika kami check out dia menambahkan beberapa item ke cek kami yang tidak kami pesan sehingga ditagih berlebihan.
Kami memperhatikan bahwa ketika kami sudah berada di tempat parkir, maka saya harus berlari kembali ke restoran dan memintanya untuk memperbaiki keseimbangan.
Mudah-mudahan komentar ini dapat dijadikan pelajaran agar lebih berhati-hati.
Secara keseluruhan itu hanya pengalaman biasa-biasa saja yang kami alami."
2,2024-05-03T04:13:11.447Z,Pemad pemad,"SDM NYA SANGAT PERLU DI BERIKAN PEMBELAJARAN YANG LEBIH INTENSIF LAGI, BAGAIMANA SEHARUSNYA MELAYANI PENGUNJUNG RESTO.  SAYANG RESTO YANG CUKUP BAGUS INI MENJADI KURANG NYAMAN HANYA KARENA PELAYANANNYA SANGAT TIDAK RESPONSIF. PESAN TEH 2, YANG KELUAR 1. KONFIRMASI ULANG DIJAWAB IYA DITUNGGU.  KONFIRMASI LAGI DIJAWAB YANG BAWA NANTI BEDA.  KONFIRMASI LAGI BILANG IYA.  SAMPAI AKHIRNYA SELESAI MAKAN TEH TIDAK JUGA DIANTAR.  KESIMPULAN SDM NYA TIDAK ADA PENGETAHUAN BAGAIMANA MELAYANI PENGUNJUNG SECARA EFEKTIF. SAYA MENILAI NO 1 ADALAH KECEPATAN RESPONNYA.MAKANAN ENAK JADI NGGAK ENAK,  TEMPAT NYAMAN JADI KURANG NYAMAN. BAYANGKAN JIKA PEMBAYARANNYA BUKAN SETELAH MAKAN,  MAKANAN/MINUMAN YANG DIPESAN TIDAK KUNJUNG DATANG. SUDAH TERLANJUR BAYAR. SELERA LANGSUNG DROP HILANG."
5,2024-05-03T03:07:50.924Z,siswo hadi,"Makanya mantap, tempatnya mudah dicari, ada mushola dan tempat wudlu, tapi sayang toiletnya terbatas"
5,2024-05-02T15:04:01.381Z,Ainur Rofik,"Makanan oke, parkir mudah, suasana asri, mushola bersih. Nice pokoknya"
5,2024-05-02T07:13:07.982Z,Matt Surabaya,"Full kuliner selama di yogyakarta adalah hal yang wajib kalian lakukan. Baik dari pagi hari, makan siang, sampai malam pun begitu. Siang ini menunya adalah prasmanan nasi gudeg yang tempatnya di tengah sawah. Pelayanan disini sangat ramah sekali, dan banyak pengunjung yang selalu datang bahkan ramai setiap hari. Tempat makan disini sangat rekom banget, dan kita bakal kembali lagi kesini."
5,2024-05-01T23:32:45.928Z,Zul Hazmi Harahap,Tempat yang bagus rasanya enak dan penyajiannya sempurna
5,2024-04-30T23:40:25.310Z,Katarina Dian,"Ke sini pas jam makan siang jd cukup ramai pengunjung. Tempat yg luas memadai untuk banyak tamu, baik keluarga kecil maupun kelompok/rombongan. Menu makanan dan minuman sangat beragam, hati2 bisa kalap krn semua  enak ??...
Pelayanan baik dan ramah. Selain menu makan besar juga ada dessert yang manis2. Harga sebanding dengan rasa makanan/minuman dan suasana yang didapat.  Recomended untuk acara kumpul2 bersama keluarga dan teman."
